,label,area,aspect_ratio,perimeter_skimage,major_axis_length,minor_axis_length,circularity,solidity,eccentricity,roundness_skimage,perimeter_on_border,perimeter_on_border_ratio,filename
43,18,192,1.2882172087989132,70.18376618407356,20.037016508000363,15.554066791796815,0.4898213982429932,0.732824427480916,0.6304047564619105,0.6088989643177843,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
44,19,180,7.551877413318139,96.56244584051392,45.048657119833926,5.9652262151909685,0.2425860673720873,0.6474820143884892,0.991194043163088,0.112932495499219,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
45,20,367,4.285461919488094,137.98885271170678,47.90917739928079,11.179466367771065,0.2422076860969351,0.7399193548387096,0.9723935124308618,0.2035817084920833,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
46,21,129,1.2959745073186515,44.970562748477136,15.081909246964772,11.637504566481772,0.8015727226936928,0.8716216216216216,0.6360836393050009,0.722083103236719,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
47,22,86,1.561238190699281,39.62741699796952,13.612555330951102,8.719076571432074,0.6882033546932769,0.8514851485148515,0.7679437780852709,0.5909207682664782,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
48,23,534,4.959798168491047,134.46803743153546,61.885387741293975,12.477400418114552,0.37111882826263,0.7934621099554234,0.9794635924763634,0.1775313857198515,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
49,24,96,2.0100520871424266,40.62741699796952,15.881740406131868,7.901158635500839,0.7308742709481018,0.9056603773584906,0.8674642367963703,0.4846019592339236,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
50,25,106,1.398917394465517,38.97056274847714,13.872300514183262,9.916454373264433,0.8770863958467844,0.9217391304347826,0.6992895902719328,0.701324494373125,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
51,26,1504,3.2981827114124505,333.4274528917194,94.85033436986696,28.75836261031373,0.1700023757910805,0.6356720202874049,0.9529278117321912,0.2128532190061124,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
52,27,957,3.8881523158422073,152.75230867899737,69.96686391535192,17.994887605167417,0.5154021621633171,0.9264278799612778,0.9663604379960378,0.248907074252046,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
53,28,132,1.4111175422138829,52.2842712474619,16.158203598995314,11.450643277841284,0.6067945578278982,0.8407643312101911,0.7055519634322804,0.6437213266555311,0.0,0.0,img03_20220429_ET358_56hpf_3.tif
54,1,362,2.5337174600487566,97.15432893255073,35.32365556004136,13.941434322105364,0.4819412745461471,0.8497652582159625,0.9188199320508362,0.3693919327423067,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
55,2,1748,2.48100755443145,180.7106781186548,74.9422329494526,30.206370317411803,0.6726415040676632,0.9546695794647734,0.9151726508756652,0.396276472936208,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
56,3,162,2.1890835693635946,64.94112549695427,22.61243297205729,10.329634413468796,0.4827088444949021,0.7980295566502463,0.8895631781184051,0.4033950345510059,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
57,4,3980,2.31402586358265,338.3624817342638,113.78167683063818,49.170443002083694,0.4368461703598338,0.8754949406071272,0.9018030394510752,0.3914249737521497,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
58,5,91,1.554402329196691,41.21320343559642,14.517670842496123,9.339712486148164,0.673253330757936,0.8504672897196262,0.7655855636194986,0.5497403568474474,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
59,6,131,2.8417323247832305,52.2842712474619,22.25263627249819,7.830658812735164,0.602197629359505,0.8733333333333333,0.9360383422625852,0.3368359801048363,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
60,7,3527,2.6739834198292645,377.889393668845,118.6018947707969,44.35401277782407,0.3103744181840679,0.8121114437025098,0.9274392294755318,0.3192510421658759,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
61,8,1666,2.185042611573856,289.0782104868019,71.77034289526487,32.84619829156086,0.2505267738960844,0.7929557353641123,0.8891288375840602,0.4118082789647582,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
62,9,222,1.267803791706534,122.39696961967,22.972848998960227,18.12019269009876,0.1862179355464127,0.6626865671641791,0.6146941119053687,0.5355911314417499,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
63,10,64,1.1516390802904868,37.7634559672906,10.808766007278663,9.385549858686876,0.5639574954708216,0.7191011235955056,0.4959911058171978,0.6974898022219512,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
64,11,89,2.08631238516253,44.8700576850888,17.00651956770218,8.151473235096251,0.5555032638054471,0.7807017543859649,0.8776431552537187,0.3918043370284981,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
65,12,932,2.5952054662189767,182.58073580374355,60.777443605933634,23.419125921648853,0.3513305134999984,0.7786131996658312,0.9227805349787648,0.3212485476646601,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
66,13,565,3.7170357859739385,154.29646455628165,59.51469559246676,16.01133242166855,0.298226589334579,0.7133838383838383,0.963131356809985,0.2031000981392239,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
67,14,97,1.8511552961348667,36.970562748477136,15.183263704833868,8.202047519479255,0.8918041228682748,0.9326923076923076,0.8415346167990724,0.5357369278857294,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
68,15,1071,2.6512179440926213,149.68124086713192,61.31266425825482,23.126225588081205,0.6007096175325546,0.9099405267629568,0.9261378803453776,0.3627431441712814,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
69,16,117,1.4996361985861677,46.21320343559643,15.484220902019318,10.325318178247224,0.6884360074265609,0.8297872340425532,0.7452113063263824,0.6213227610053863,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
70,17,96,3.422095593603021,54.49137802864844,22.67571574928809,6.626266020059806,0.4062800668973662,0.732824427480916,0.9563515498936368,0.2377165086503021,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
71,18,675,1.9059476546031244,306.35028842544403,49.46100642475662,25.950873469846623,0.0903809807655631,0.6490384615384616,0.8513036140192894,0.351307962504374,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
72,19,78,1.9762884934386744,34.384776310850235,14.11394354891929,7.141641311872191,0.8290334614869912,0.9069767441860463,0.8625340646673225,0.4985491374240231,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
73,1,252,3.90596929380822,84.01219330881975,36.31411492714777,9.297081516926736,0.448668684967667,0.8571428571428571,0.9666719092059106,0.2433098729869701,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
74,2,232,3.1611594846976745,69.21320343559641,31.018290734091053,9.812314400536348,0.6085831840806869,0.9027237354085604,0.9486460050232612,0.3070169683563996,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
75,3,147,4.5809274488955465,64.18376618407356,30.92241817983512,6.750252765363149,0.4484115645841018,0.8076923076923077,0.975882512887594,0.1957404377645487,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
76,4,321,1.5518053309908608,74.18376618407358,25.92848492173071,16.708593793252934,0.732988465517899,0.9067796610169492,0.7646795513012992,0.6079402115099767,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
77,5,4245,2.8199407909960867,389.5462479183374,135.84093402475025,48.17155539523481,0.3515357576840819,0.7676311030741411,0.9350115066613712,0.2929048042580935,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
78,6,514,1.6196897250566569,93.15432893255073,33.1387447067052,20.45993389600962,0.7443323589177354,0.927797833935018,0.7866476486365033,0.5959380711105747,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
79,7,270,1.250285895648442,62.90559159102153,20.859853527222132,16.68406690007767,0.8574229942655996,0.9246575342465754,0.600243831069535,0.7900441717978832,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
80,8,484,2.589409586961731,118.08326112068522,42.71598047069448,16.496417054211587,0.436192856051226,0.7670364500792393,0.92241991706561,0.337733951814958,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
81,9,144,1.7416227826582196,47.21320343559643,18.0123157981801,10.342260090723034,0.8117932187106066,0.9230769230769232,0.8187310939438994,0.565110667669567,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
82,10,223,1.5949996560911834,71.01219330881975,24.120251365083167,15.122417909602516,0.5557108468393288,0.7964285714285714,0.7790519445319802,0.4880353975704203,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
83,11,1077,2.3906598056540083,212.17261889578035,70.5040302054272,29.49145254321936,0.3006400903654818,0.6777847702957835,0.9083114323322232,0.2758658461764925,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
84,12,154,1.2560133219821137,44.38477631085024,15.748338082414218,12.538352744190467,0.9823415503634044,0.9506172839506172,0.6050731290947662,0.7906083199616889,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
85,13,208,1.7114180129058072,55.38477631085024,21.445298463177583,12.53071914719755,0.8521035741452083,0.9369369369369368,0.8115299799127744,0.5758498576914372,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
86,14,253,1.3040256954097462,69.73401871576773,21.666410435543256,16.615018025956395,0.6537941002662643,0.834983498349835,0.6418191266867465,0.6862094712340209,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
87,15,1884,2.40235979060009,189.82337649086287,76.39026546948422,31.79801200818573,0.6570393408940199,0.9524772497472194,0.9092468261757796,0.4110692385453418,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
88,16,82,1.364884512745163,31.556349186104043,11.941621916974684,8.749181198456679,1.0347852038717007,0.9647058823529412,0.6805919028948636,0.7321453985630281,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
89,17,66,2.0484179333023533,30.97056274847714,13.211112975310442,6.449422630279441,0.8646803826429232,0.9166666666666666,0.8727420574259674,0.481476662310173,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
90,18,198,2.341480302669368,58.87005768508881,24.559760043155475,10.488988532235998,0.7179366621072196,0.908256880733945,0.9042137233634616,0.4179526376068584,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
91,19,101,2.559260976634996,48.62741699796952,19.52249585833317,7.628177054456564,0.5367460231422188,0.7829457364341085,0.9205020221387262,0.3374122249554381,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
92,20,145,2.1333771459551043,48.38477631085023,20.06596323137422,9.405727097723627,0.7783239439747797,0.9006211180124224,0.8833359849705883,0.4585198024658435,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
93,21,177,2.0740920793817352,54.8700576850888,22.045394597989123,10.628937267124911,0.7387751807634411,0.921875,0.8760949156997017,0.4637112489471249,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
94,22,128,1.3470528646387838,43.21320343559643,15.081906193264004,11.19622443125739,0.8613643818276148,0.9078014184397164,0.6699997070261247,0.7164858499408543,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
95,23,758,2.850593662897748,204.75230867899737,61.642075271437385,21.62429394050348,0.2272068679527932,0.6954128440366972,0.9364488612483044,0.253994797596706,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
96,24,964,1.5382199155237093,159.02438661763952,44.67529236526857,29.04350146192082,0.4790263899504431,0.8827838827838828,0.7598468643946517,0.6149677566832114,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
97,25,70,2.282112707480407,36.59188309203678,14.858992511866855,6.51106865281518,0.6569591784257478,0.8045977011494253,0.898882154299122,0.403672747854238,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
98,26,169,1.3158797685345232,52.52691193458118,17.486827675857054,13.289077082879608,0.7697201042578087,0.8802083333333334,0.6499840508696759,0.7036792789197559,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
99,27,66,1.4924406202323848,29.556349186104047,11.233963950608526,7.527243495194676,0.9494065464848276,0.9166666666666666,0.7423219186264708,0.6658677824469331,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
100,28,219,1.9226912607528828,65.1126983722081,24.60615454614041,12.797766884583014,0.6491164148955725,0.8656126482213439,0.8541027531569412,0.4605393447165711,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
101,29,628,2.890054330600967,111.39696961967,48.44872368269562,16.76394909594002,0.6359496818137451,0.9429429429429428,0.9382292547165147,0.3406474020353238,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
102,30,109,2.705768765106165,47.62741699796952,19.725373403205843,7.290117935274446,0.6038405920383143,0.8582677165354331,0.9291986239557544,0.3566860711738215,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
103,31,52,1.3973123955568412,30.31370849898476,10.94537787948134,7.833164519462745,0.7111071862862687,0.7878787878787878,0.6984492592444621,0.5526522502329557,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
104,32,440,3.19627253404159,98.08326112068522,43.75300013854216,13.688757661480706,0.5747417505298238,0.8678500986193294,0.9497977918504203,0.2926490504495143,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
105,33,1667,2.689320197073603,218.75230867899737,77.94422421294882,28.98287243659725,0.4377641304697189,0.8518140010219724,0.9282963619478656,0.3493637501928552,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
106,34,225,2.3018430887078707,65.698484809835,26.46311705775744,11.496490437413955,0.6550608959416084,0.8620689655172413,0.9007034387531855,0.4090822547526242,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
107,35,370,2.4587489599060017,87.66904755831213,34.993314615349874,14.23216244764072,0.6049493456869187,0.8851674641148325,0.9135569191906402,0.384717267886964,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
108,1,82,1.229034107148445,32.14213562373095,11.395072466022684,9.271567322457038,0.997411239597103,0.942528735632184,0.5813591366447382,0.8040624636323985,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
109,2,4293,1.5016268430216673,455.3452377915607,101.99117645168336,67.92045369037913,0.2601891334614979,0.7515756302521008,0.7460013703593797,0.5254674325300703,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
110,3,1126,1.3814389141983896,149.5391052434009,45.121397538232365,32.66260786088761,0.6327595361865072,0.9008,0.6899228615032554,0.7041795751120926,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
111,4,2542,1.8121474082735447,267.8355697996826,78.72121450486877,43.4408449033776,0.445296113434445,0.8541666666666666,0.83395563990451,0.5222784341491084,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
112,5,2200,1.419901996633646,184.50966799187808,63.29534098108231,44.5772603539858,0.8120715394099425,0.9561060408518036,0.709928300063578,0.6991805071100404,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
113,6,2762,2.197357629456337,328.49242404917493,107.3798381759254,48.86771126213667,0.3216494568161285,0.6741518184037101,0.8904443953036081,0.3049918979878321,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
114,7,539,2.789091419530231,155.7462120245875,51.11187553003752,18.32563650374943,0.2792310077102268,0.7527932960893855,0.933514479661428,0.2626970820378702,38.0,0.249559999180223,img08_20220513_ET358_56hpf_4.tif
115,8,52,1.4652582446068672,26.970562748477143,10.248114593945443,6.994067176666897,0.898324390064651,0.912280701754386,0.7309102884056223,0.6304135165945411,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
116,9,83,1.432769525262276,34.76345596729059,12.454850043611836,8.692849634229837,0.8630621420211577,0.8924731182795699,0.7161475052734939,0.6812573565161433,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
117,10,66,1.2248103744748862,31.384776310850235,10.395495726087988,8.487432783662415,0.8420070431686324,0.8918918918918919,0.5774120178326787,0.7776132387467249,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
118,1,80,1.825449344276949,35.55634918610404,14.10007865773443,7.724168683146559,0.7951801418358099,0.8888888888888888,0.8366025621277721,0.5123385500370014,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
119,2,206,2.035536012925488,60.2842712474619,23.52319083864185,11.556263652065848,0.7123100204755467,0.9155555555555556,0.8710067244889111,0.4740071308494865,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
120,3,155,1.4632748068402408,50.62741699796952,17.67537917028676,12.0793299301411,0.7599237565789231,0.8707865168539326,0.7300454170350003,0.631690490119983,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
121,4,61,1.7713565545576748,30.14213562373095,11.96842588515022,6.75664414053491,0.8437070145438514,0.8714285714285714,0.8254063404998072,0.5422079538702698,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
122,5,103,1.4383523937196547,40.62741699796952,14.481428882187354,10.06806742590918,0.7841671865380674,0.865546218487395,0.7187777519340021,0.62535195477906,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
123,6,57,1.4909270857062566,29.86396103067893,11.247915851084809,7.544242745953358,0.8031374905101946,0.8142857142857143,0.7417073792566811,0.5736418887774339,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
124,7,2904,1.553785839965973,292.04877323527904,87.60512897200914,56.38172695274893,0.4278541052988939,0.753502854177478,0.765370997704125,0.4817787760896998,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
125,8,81,1.2670529077345891,31.556349186104043,11.453355531229352,9.039366439486122,1.0221658721171678,0.9418604651162792,0.6140938293621913,0.7861938698745949,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
126,9,3238,2.397188878032175,360.469083452062,108.7323685245192,45.35828174448079,0.3131487365987856,0.8160282258064516,0.90883522793888,0.3487139057985799,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
127,10,2392,1.4146584846124697,299.237590053236,71.51432966007602,50.55236330036686,0.3356902615543727,0.8452296819787986,0.707329102418363,0.5955046399373929,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
128,11,1657,1.097233221531115,155.82337649086284,48.67769503587746,44.36403681612104,0.8575652039078596,0.9729888432178508,0.4115586683280889,0.8903743001585837,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
129,12,2185,1.0839063921574743,199.23759005323595,55.9223398460278,51.59332969216697,0.6917015445717412,0.9333618111917984,0.3857845666754197,0.8895920458598895,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
130,13,111,2.3850627932411768,53.83452377915607,20.061437262981293,8.411282637854091,0.4812947136055581,0.7762237762237763,0.9078587394882373,0.3511632093233873,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
131,14,887,2.732233920692846,180.12489168102783,58.51400383011171,21.41617647996757,0.3435468877444313,0.8455672068636797,0.9306145072050598,0.3298481912030653,18.0,0.1037759318976976,img10_20220513_ET358_56hpf_6.tif
132,1,310,2.3788436979137386,82.90559159102155,31.8014173914687,13.368435017129856,0.5667661609065943,0.8587257617728532,0.907351711412146,0.3902823025763999,0.0,0.0,img12_20220513_ET358_56hpf_8.tif
