,label,area,bbox_area,convex_area,equivalent_diameter,max_intensity,mean_intensity,min_intensity,perimeter_skimage,perimeter_crofton,solidity,feret_diameter_max,major_axis_length,minor_axis_length,eccentricity,standard_deviation_intensity,aspect_ratio,roundness_skimage,circularity,maximum,mean,median,minimum,sigma,sum,variance,elongation,feret_diameter,flatness,roundness_simpleitk,equivalent_ellipsoid_diameter_0,equivalent_ellipsoid_diameter_1,equivalent_spherical_perimeter,equivalent_spherical_radius,number_of_pixels,number_of_pixels_on_border,perimeter_simpleitk,perimeter_on_border,perimeter_on_border_ratio,filename
10,2,1748,2304,1831,47.17650606177894,4.217391304347826,1.6897821112327132,0.17391304347826086,180.71067811865476,174.00598298123387,0.9546695794647734,72.69112738154499,74.94223294945259,30.206370317411803,0.9151726508756653,0.6060963101978946,2.4810075544314496,0.3962764729362081,0.6726415040676632,4.217391304347826,1.689782111232711,1.65922212600708,0.17391304347826086,0.6062697531289661,2953.739130434779,0.3675630135590575,2.4810075544313905,71.7007670809734,2.4810075544313905,0.8517486716632213,29.951027792978234,74.30872621736351,148.20936486571904,23.58825303088947,1748,0,174.00598298123387,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
11,6,131,285,150,12.914889870235298,2.260869565217391,0.9697975439761035,0.43478260869565216,52.2842712474619,52.25011444992385,0.8733333333333333,23.021728866442675,22.25263627249819,7.830658812735164,0.9360383422625852,0.3242460762541824,2.8417323247832305,0.3368359801048363,0.602197629359505,2.260869565217391,0.969797543976103,0.9041270315647125,0.43478260869565216,0.32549078745767995,127.04347826086949,0.1059442527198206,2.841732324783404,22.20360331117452,2.841732324783404,0.7765212299608958,7.661240986950203,21.7711961605719,40.57332313825244,6.457444935117649,131,0,52.25011444992385,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
12,15,1071,2173,1177,36.92749046999213,3.130434782608696,1.1977428652620468,0.13043478260869565,149.6812408671319,144.58823179875185,0.9099405267629567,58.59180830116101,61.31266425825482,23.126225588081166,0.9261378803453778,0.4117327638007517,2.651217944092626,0.3627431441712814,0.6007096175325548,3.130434782608696,1.1977428652620459,1.1823199391365051,0.13043478260869565,0.41192511735658777,1282.782608695651,0.16968230230923861,2.6512179440939128,56.938563381947034,2.6512179440939128,0.8023552908338134,22.679165981475286,60.12741180717151,116.01113277603437,18.463745234996065,1071,0,144.58823179875185,0.0,0.0,img05_20220513_ET358_56hpf_1.tif
13,2,232,319,257,17.186959427966244,1.9672131147540983,0.9841011871113624,0.5409836065573771,69.21320343559643,68.29974857183211,0.9027237354085603,29.274562336608895,31.018290734091053,9.812314400536348,0.9486460050232611,0.24855546669819584,3.1611594846976745,0.30701696835639963,0.6085831840806867,1.9672131147540983,0.9841011871113627,0.9715996384620667,0.5409836065573771,0.24909288455091075,228.31147540983616,0.062047265133893345,3.1611594846976545,28.071337695236398,3.1611594846976545,0.7905508673967907,9.666646745933393,30.557812046129065,53.99442547644459,8.593479713983122,232,0,68.29974857183211,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
14,6,514,840,554,25.582125126616702,1.721311475409836,0.917394909740384,0.3442622950819672,93.1543289325507,90.99735881816078,0.927797833935018,33.28663395418648,33.1387447067052,20.45993389600962,0.7866476486365032,0.20570585534338592,1.6196897250566569,0.5959380711105747,0.7443323589177356,1.721311475409836,0.9173949097403844,0.9226114153862,0.3442622950819672,0.20590625076873292,471.5409836065576,0.04239738410563632,1.6196897250566002,32.449961479175904,1.6196897250566002,0.8831972422583583,20.101140782122627,32.557611186720216,80.36861636099388,12.791062563308351,514,0,90.99735881816076,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
15,7,270,380,292,18.5411616971131,2.9672131147540983,1.266909532483303,0.39344262295081966,62.90559159102154,62.51610710300649,0.9246575342465754,22.47220505424423,20.859853527222135,16.684066900077674,0.6002438310695349,0.529185067236552,1.2502858956484417,0.7900441717978832,0.8574229942655995,2.9672131147540983,1.2669095324833022,1.1348937153816223,0.39344262295081966,0.530167770157697,342.0655737704916,0.2810778645139846,1.2502858956482084,21.400934559032695,1.2502858956482084,0.9317403158308575,16.581823014622987,20.732019439317973,58.24877737667098,9.27058084855655,270,0,62.51610710300649,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
16,13,208,260,222,16.273715780512877,2.622950819672131,1.2813682219419924,0.4262295081967213,55.384776310850235,55.58227665354262,0.9369369369369369,20.8806130178211,21.445298463177583,12.53071914719755,0.8115299799127744,0.41384927005981587,1.7114180129058072,0.5758498576914372,0.8521035741452083,2.622950819672131,1.2813682219419924,1.2818583846092224,0.4262295081967213,0.4148477015954625,266.5245901639344,0.1720986155190379,1.7114180129057945,19.6468827043885,1.7114180129057945,0.9198145347903626,12.439664784815786,21.289466387243625,51.125385942667535,8.136857890256438,208,0,55.58227665354262,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
17,15,1884,3243,1978,48.977375412337544,2.377049180327869,1.1816939890710383,0.3770491803278688,189.82337649086284,182.64536277860583,0.9524772497472194,74.84650960465692,76.3902654694842,31.798012008185722,0.9092468261757796,0.3029391241271073,2.4023597906000904,0.41106923854534194,0.65703934089402,2.377049180327869,1.1816939890710372,1.183881938457489,0.3770491803278688,0.30301955400352665,2226.311475409834,0.09182085010849621,2.4023597906001375,73.40980860893181,2.4023597906001375,0.8424356383688721,31.599228793297485,75.91271666699198,153.866962787509,24.488687706168772,1884,0,182.6453627786058,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
18,18,198,322,218,15.877702285203682,1.5901639344262295,0.9577744659711873,0.4426229508196721,58.87005768508881,58.49383151100476,0.908256880733945,24.041630560342615,24.55976004315547,10.488988532235993,0.9042137233634617,0.2372787508422259,2.341480302669369,0.4179526376068585,0.7179366621072196,1.5901639344262295,0.9577744659711869,0.9389408230781555,0.4426229508196721,0.23788021885621888,189.639344262295,0.0565869985230826,2.3414803026649267,22.847319317591726,2.3414803026649267,0.8527612496318919,10.376297144893725,24.295895379366975,49.881272855081754,7.938851142601841,198,0,58.49383151100476,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
19,21,177,242,192,15.012108426804138,1.8360655737704918,1.0378808928406038,0.45901639344262296,54.87005768508881,54.701593715130684,0.921875,22.561028345356956,22.04539459798912,10.628937267124908,0.8760949156997017,0.28650303229462976,2.0740920793817352,0.463711248947125,0.7387751807634408,1.8360655737704918,1.0378808928406034,1.0042584538459778,0.45901639344262296,0.28731580848730354,183.7049180327868,0.08255037380671287,2.0740920793824125,21.37755832643195,2.0740920793824125,0.8621673765877159,10.42383854587036,21.6200009647508,47.1619295485413,7.506054213402069,177,0,54.70159371513068,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
20,29,628,1161,666,28.277100878514442,2.7540983606557377,1.3958964185026626,0.4426229508196721,111.39696961966999,108.29246669572177,0.9429429429429429,46.61544808322666,48.448723682695615,16.76394909594001,0.9382292547165147,0.416868725263118,2.8900543306009685,0.3406474020353239,0.6359496818137451,2.7540983606557377,1.3958964185026626,1.4288230538368225,0.4426229508196721,0.417201024020758,876.622950819672,0.1740566944439691,2.8900543305983852,44.94441010848846,2.8900543305983852,0.8203260586386477,16.63343240257106,48.071523347766,88.83513238475845,14.138550439257221,628,0,108.29246669572176,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
21,32,440,888,507,23.66908109081279,2.1311475409836067,1.1544709388971683,0.4262295081967213,98.08326112068522,95.67027955244677,0.8678500986193294,40.311288741492746,43.75300013854216,13.688757661480704,0.9497977918504203,0.3259082331695913,3.19627253404159,0.29264905044951434,0.5747417505298238,2.1311475409836067,1.1544709388971681,1.1512231230735779,0.4262295081967213,0.32627921591140396,507.967213114754,0.10645812673576058,3.196272534039524,39.0,3.196272534039524,0.7772383609619841,13.239131507109462,42.315872410711265,74.35861127211855,11.834540545406394,440,0,95.67027955244677,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
22,35,370,696,418,21.70480664627101,1.901639344262295,0.889587948604342,0.4426229508196721,87.66904755831213,86.18968506276158,0.8851674641148325,34.66987164671943,34.99331461534988,14.232162447640732,0.9135569191906401,0.21831367511363603,2.458748959906,0.3847172678869639,0.6049493456869187,1.901639344262295,0.889587948604342,0.8736231923103333,0.4426229508196721,0.21860929295401665,329.1475409836065,0.04779002296585507,2.458748959910286,33.83784863137726,2.458748959910286,0.7911348215028174,13.841999421155386,34.034001679844586,68.18766110751193,10.852403323135505,370,0,86.18968506276157,0.0,0.0,img06_20220513_ET358_56hpf_2.tif
23,1,82,110,87,10.217907939900583,1.9772727272727273,1.0196784922394677,0.45454545454545453,32.14213562373095,33.15417244944029,0.9425287356321839,11.704699910719626,11.39507246602268,9.271567322457038,0.5813591366447379,0.32384807009546923,1.2290341071484445,0.8040624636323991,0.997411239597103,1.9772727272727273,1.0196784922394677,0.9621360003948212,0.45454545454545453,0.32584100010633277,83.61363636363635,0.10617235735029516,1.2290341071461854,10.770329614269007,1.2290341071461854,0.9682191455088003,9.216796907316215,11.327757757731108,32.100504519048485,5.108953969950291,82,0,33.15417244944029,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
24,5,2200,3060,2301,52.925674284012274,2.522727272727273,1.338595041322314,0.36363636363636365,184.50966799187808,177.60765122707895,0.9561060408518036,63.28506932918696,63.29534098108231,44.57726035398581,0.7099283000635778,0.3616796505089013,1.419901996633646,0.6991805071100404,0.8120715394099425,2.522727272727273,1.3385950413223129,1.3469904065132141,0.36363636363636365,0.3617618784627934,2944.9090909090883,0.1308716567089289,1.419901996633537,62.177166226839255,1.419901996633537,0.9361697447614726,44.41577197044145,63.0660433028497,166.27090951693918,26.462837142006137,2200,0,177.60765122707897,0.0,0.0,img08_20220513_ET358_56hpf_4.tif
25,11,1657,2548,1703,45.93210125420091,4.112903225806452,2.487472501800767,0.3225806451612903,155.82337649086284,150.41134151367612,0.9729888432178508,53.600373133029585,48.67769503587746,44.364036816121036,0.4115586683280889,0.9059741722587454,1.0972332215311147,0.8903743001585837,0.8575652039078596,4.112903225806452,2.487472501800766,2.707125663757324,0.3225806451612903,0.9062476739018833,4121.741935483869,0.8212848464525743,1.0972332215311658,52.392747589718944,1.0972332215311658,0.9593688242652876,43.84972148702448,48.11337117045226,144.2999518641401,22.966050627100454,1657,0,150.41134151367612,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
26,12,2185,3074,2341,52.744937247534295,2.161290322580645,1.0404665239536428,0.3387096774193548,199.23759005323595,188.8890798396867,0.9333618111917984,62.24146527838174,55.9223398460278,51.593329692166975,0.3857845666754194,0.26462243936791086,1.0839063921574743,0.8895920458598895,0.6917015445717412,2.161290322580645,1.0404665239536435,1.0362588167190552,0.3387096774193548,0.26468301449503356,2273.419354838711,0.07005709816217816,1.0839063921572716,61.26989472816156,1.0839063921572716,0.8772508580778907,50.662298710714865,54.91318941392493,165.70310737090838,26.372468623767148,2185,0,188.88907983968673,0.0,0.0,img10_20220513_ET358_56hpf_6.tif
27,6,1400,2193,1519,42.22008245644752,3.8846153846153846,1.5954395604395606,0.11538461538461539,181.16652224137044,175.06088718685766,0.9216589861751152,51.62363799656123,45.35980364351841,40.19195291009851,0.4635518089028946,0.5946982559061602,1.1285792393561809,0.8663548730349784,0.5360212469732337,3.8846153846153846,1.5954395604395601,1.6282302141189575,0.11538461538461539,0.5949107619897368,2233.6153846153843,0.35391881473120923,1.128579239356279,50.35871324805669,1.128579239356279,0.757669534357806,39.74230469442376,44.85234000229824,132.63830087913084,21.11004122822376,1400,0,175.06088718685763,0.0,0.0,img12_20220513_ET358_56hpf_8.tif
28,7,2876,3589,2995,60.513113708173435,8.23076923076923,4.158486680218251,0.15384615384615385,239.4386001800126,229.683544409791,0.9602671118530884,98.3107318658548,102.67020605511856,36.52791025384137,0.9345700907636645,1.8853476520177912,2.8107330898931315,0.34738425714003895,0.6303915978596965,8.23076923076923,4.1584866802182505,4.654822826385498,0.15384615384615385,1.8856755100590477,11959.807692307688,3.5557721292364497,2.8107330898932443,97.01546268507923,2.8107330898932443,0.8276933985843591,36.09438919701231,101.45169407552777,190.10755347144146,30.256556854086718,2876,0,229.68354440979098,0.0,0.0,img12_20220513_ET358_56hpf_8.tif
29,24,851,1248,964,32.91696906717907,17.333333333333332,4.730121425773599,0.0,133.01828996322962,129.93517273642667,0.8827800829875518,49.72926703662542,51.90640977387652,21.348229369398858,0.9115076564289567,3.6681736921362,2.431415218363758,0.4021589115859641,0.6043892112850814,17.333333333333332,4.7301214257736035,3.8349609375,0.0,3.6703308071077645,4025.3333333333367,13.471328233604334,2.4314152183636417,48.507731342539614,2.4314152183636417,0.795871556731315,21.110099195156362,51.32741644426925,103.41170819989222,16.458484533589534,851,0,129.93517273642667,0.0,0.0,img13_20220513_ET358_56hpf_9.tif
30,27,435,624,483,23.534213434057992,8.666666666666666,2.1019157088122604,0.0,87.59797974644665,88.41112653184076,0.9006211180124224,27.202941017470888,25.327858108550018,22.26935737650862,0.4763724128158075,1.4778341502960777,1.1373412209580747,0.8633809193206962,0.7123787243364993,8.666666666666666,2.101915708812261,1.8427734375,0.0,1.4795357445848765,914.3333333333335,2.1890260195043245,1.137341220958233,26.1725046566048,1.137341220958233,0.8362625263667867,22.06755907925095,25.098344586763222,73.9349120324508,11.767106717028996,435,0,88.41112653184076,0.0,0.0,img13_20220513_ET358_56hpf_9.tif
31,28,317,396,338,20.090219901261573,4.5,1.3301787592008414,0.0,87.2842712474619,85.82489424552077,0.9378698224852071,36.124783736376884,37.313662661006674,11.485240189981488,0.9514502591344425,0.8307471138703573,3.2488360751528016,0.2898902568217551,0.5228741188587872,4.5,1.3301787592008414,1.1455078125,0.0,0.8320605488626194,421.6666666666667,0.6923247569735633,3.2488360751526426,35.12833614050059,3.2488360751526426,0.7353960387093728,11.146044970733323,36.2116729961921,63.115287250806816,10.045109950630787,317,34,85.82489424552077,34.0,0.39615545464857327,img13_20220513_ET358_56hpf_9.tif
32,1,194,300,223,15.716503163191918,1.88,0.9717525773195875,0.32,64.04163056034261,63.396790041418434,0.8699551569506726,25.179356624028344,25.057903290904694,10.240299388899,0.9126842542049248,0.33390229544842687,2.4469893251430443,0.39338916219531717,0.5944109922330996,1.88,0.9717525773195874,0.9175781309604645,0.32,0.3347662096878419,188.51999999999995,0.11206841514876412,2.446989325141713,24.186773244895647,2.446989325141713,0.7788225688610869,10.047080614182153,24.585099011741974,49.37485087760447,7.858251581595959,194,0,63.39679004141843,0.0,0.0,img14_20220520_hsp-mKate-DN-dynactin_56hpf_1.tif
33,6,400,703,431,22.56758334191025,2.76,1.1809,0.24,90.66904755831214,88.64116432796841,0.9280742459396751,39.56008088970496,38.63484768596907,13.359896866442115,0.9383085628005738,0.4391163740968902,2.891852240492478,0.341202104445121,0.6114370454617525,2.76,1.1808999999999987,1.121484398841858,0.24,0.43966630089234204,472.3599999999995,0.19330645614035544,2.891852240495005,38.62641583165593,2.891852240495005,0.7998332893496365,13.270796988266163,38.377184003671864,70.89815403622063,11.283791670955125,400,0,88.64116432796841,0.0,0.0,img14_20220520_hsp-mKate-DN-dynactin_56hpf_1.tif
34,12,176,270,200,14.96964127403822,2.56,1.0604545454545455,0.32,62.2842712474619,61.730708939609045,0.88,27.294688127912362,27.17547262498314,8.753564185855922,0.9467013385983927,0.40108916796786853,3.104503725338929,0.3034370270279852,0.5701193181612585,2.56,1.060454545454545,1.008203148841858,0.32,0.402233504581348,186.63999999999993,0.16179179220779327,3.1045037253317154,26.30589287593181,3.1045037253317154,0.7618333866763278,8.49601558809015,26.375912043702197,47.02851505339302,7.48482063701911,176,0,61.73070893960904,0.0,0.0,img14_20220520_hsp-mKate-DN-dynactin_56hpf_1.tif
35,14,919,1650,996,34.20682887394876,3.44,1.077519042437432,0.2,142.12489168102786,137.42436355316033,0.9226907630522089,57.56735185849702,59.920874886835065,20.073422217941303,0.9422185481170281,0.3704409386501816,2.985085165661426,0.3258887275517891,0.5717222339447581,3.44,1.0775190424374315,1.0308594107627869,0.2,0.370642648950265,990.2399999999996,0.13737597322086936,2.9850851656612685,56.61271941887264,2.9850851656612685,0.7819859558704085,19.798598650913295,59.100503133722476,107.46392229300062,17.10341443697438,919,0,137.42436355316033,0.0,0.0,img14_20220520_hsp-mKate-DN-dynactin_56hpf_1.tif
36,1,100,132,109,11.283791670955125,3.875,1.41375,0.0,36.14213562373095,36.94641024531437,0.9174311926605505,12.649110640673518,11.685113402358075,11.005549726116895,0.33605142484558437,0.8735157053539448,1.0617473632079033,0.932490155586358,0.9620158811036373,3.875,1.41375,1.396484375,0.0,0.8779163161035384,141.375,0.770737058080808,1.061747363210957,11.661903789690601,1.061747363210957,0.9594728360005167,10.950765113972485,11.62694598490282,35.449077018110316,5.641895835477563,100,2,36.94641024531436,2.0,0.05413245797685162,img15_20220520_hsp-mKate-DN-dynactin_56hpf_2.tif
37,2,52,64,55,8.136857890256438,2.75,1.1298076923076923,0.125,24.48528137423857,25.89501942883427,0.9454545454545454,9.433981132056603,8.951624417544373,7.416901787238583,0.5599095632313331,0.5831990370910307,1.2069223341943685,0.8262467377224537,1.089941049746501,2.75,1.1298076923076923,0.990234375,0.125,0.5888889185330632,58.75,0.34679015837104077,1.2069223341827038,8.602325267042627,1.2069223341827038,0.9871663947418996,7.406568932204064,8.939153463940825,25.562692971333767,4.068428945128219,52,0,25.895019428834267,0.0,0.0,img15_20220520_hsp-mKate-DN-dynactin_56hpf_2.tif
38,3,61,81,64,8.812923024107548,2.875,1.1147540983606556,0.25,26.72792206135785,28.021176122898964,0.953125,9.486832980505138,9.028417278774912,8.70904879669074,0.2636211151038338,0.660389494006892,1.0366708798560786,0.9528328184160111,1.0730236807041484,2.875,1.1147540983606556,0.990234375,0.25,0.6658699987169094,68.0,0.4433828551912569,1.0366708798590043,8.602325267042627,1.0366708798590043,0.988060390747234,8.655646814481793,8.97305699891763,27.686614229188613,4.406461512053774,61,0,28.021176122898964,0.0,0.0,img15_20220520_hsp-mKate-DN-dynactin_56hpf_2.tif
39,6,124,169,132,12.565098628628435,4.125,1.4868951612903225,0.0,40.384776310850235,40.9686858373161,0.9393939393939394,13.92838827718412,13.594071084062097,11.714048030796796,0.5074134626889938,0.8696290441864944,1.16049302925194,0.8543439153319096,0.9554240865835699,4.125,1.4868951612903225,1.396484375,0.0,0.8731569655454061,184.375,0.7624030864804615,1.1604930292515174,13.0,1.1604930292515174,0.9635266725440146,11.66392272803738,13.535901019615723,39.47442154333027,6.282549314314218,124,0,40.968685837316094,0.0,0.0,img15_20220520_hsp-mKate-DN-dynactin_56hpf_2.tif
40,4,514,760,565,25.582125126616702,2.823529411764706,1.2325474937056533,0.23529411764705882,99.59797974644667,97.33636065425617,0.9097345132743363,38.8329756778952,39.75730636053177,16.977047200837013,0.9042435785007074,0.45160020764955616,2.3418269319868315,0.4140371713498648,0.6511363257094456,2.823529411764706,1.2325474937056526,1.1865234375,0.23529411764705882,0.45204014950512666,633.5294117647054,0.20434029676461726,2.341826931987378,37.8549864614954,2.341826931987378,0.8256792818304293,16.717033804888896,39.14839998723225,80.36861636099388,12.791062563308351,514,0,97.33636065425617,0.0,0.0,img17_20220520_hsp-mKate-DN-dynactin_56hpf_4.tif
41,6,2906,4756,3048,60.82790574235137,7.205882352941177,3.6884336666531725,0.20588235294117646,231.51576464628795,225.05009192160367,0.9534120734908137,88.11923740024082,90.01745411706803,42.04583893868019,0.8842122059838219,1.6598401201128263,2.140936092352678,0.4566172104752148,0.6813093299484254,7.205882352941177,3.6884336666531703,4.1455078125,0.20588235294117646,1.6601257822989246,10718.588235294113,2.7560176130536163,2.1409360923526903,86.83317338436964,2.1409360923526903,0.8491287436576209,41.57200898422116,89.00301446592938,191.09650181342343,30.413952871175685,2906,0,225.05009192160367,0.0,0.0,img17_20220520_hsp-mKate-DN-dynactin_56hpf_4.tif
42,15,925,2035,1057,34.318312587888485,3.323529411764706,1.4554848966613674,0.38235294117647056,149.53910524340094,144.45347877763868,0.8751182592242195,58.69412236331676,62.880173750902074,19.676308863775162,0.9497802995176182,0.5486276640299598,3.1957301639367373,0.2978683674948721,0.5198069013965532,3.323529411764706,1.4554848966613667,1.4208984375,0.38235294117647056,0.5489244601912607,1346.3235294117642,0.301318062996267,3.1957301639369335,57.271284253105414,3.1957301639369335,0.7463590328320854,19.19733195834165,61.34949280638289,107.81415870970858,17.159156293944243,925,0,144.45347877763868,0.0,0.0,img17_20220520_hsp-mKate-DN-dynactin_56hpf_4.tif
43,9,54,81,58,8.291859587312052,2.3333333333333335,1.0987654320987654,0.2222222222222222,25.556349186104047,26.91045538835937,0.9310344827586207,9.486832980505138,9.220694059837566,7.571111977972385,0.5707843505065909,0.4976702313764537,1.2178784419863982,0.8086799088786796,1.0389771515919282,2.3333333333333335,1.0987654320987654,1.1234809160232544,0.2222222222222222,0.5023432938176282,59.33333333333333,0.25234878484354395,1.2178784419872495,8.54400374531753,1.2178784419872495,0.9680120528679683,7.5136328168789355,9.150691428684787,26.049645164097637,4.145929793656026,54,0,26.910455388359374,0.0,0.0,img18_20220520_hsp-mKate-DN-dynactin_56hpf_5.tif
