,Unnamed: 0,label,area,bbox_area,convex_area,equivalent_diameter,max_intensity,mean_intensity,min_intensity,perimeter_skimage,perimeter_crofton,solidity,feret_diameter_max,major_axis_length,minor_axis_length,eccentricity,standard_deviation_intensity,aspect_ratio,roundness_skimage,circularity,maximum,mean,median,minimum,sigma,sum,variance,elongation,feret_diameter,flatness,roundness_simpleitk,equivalent_ellipsoid_diameter_0,equivalent_ellipsoid_diameter_1,equivalent_spherical_perimeter,equivalent_spherical_radius,number_of_pixels,number_of_pixels_on_border,perimeter_simpleitk,perimeter_on_border,perimeter_on_border_ratio,filename,area [in um^2]
0,0,1,1031,1416,1124,36.23133961947795,6.7,2.4125121241513097,0.0,148.22539674441617,143.20800502198594,0.9172597864768685,59.53990258641679,60.62421847807529,21.98882192124615,0.931903272776764,1.3091073189209594,2.75704713491261,0.3571712369439772,0.5896893527734451,6.7,2.412512124151305,2.3009766340255737,0.0,1.3097426537406671,2487.299999999995,1.715425819027646,2.757047134915704,58.42088667591412,2.757047134915704,0.7948166749532887,21.82037934542641,60.159814357081686,113.82411037826871,18.11566980973897,1031,0,143.20800502198594,0.0,0.0,img01_20220429_ET358_56hpf_1.tif,4.355975
1,1,6,2241,3657,2435,53.41656877553537,11.8,4.143418116912093,0.0,205.44469683442247,198.0443517582298,0.9203285420944558,74.32361670424818,76.99104320555824,37.82912921101714,0.8709652901185361,2.2643055480663863,2.035231706658894,0.4813617381832306,0.6672089295930895,11.8,4.1434181169120885,4.273242235183716,0.0,2.264810917015452,9285.39999999999,5.129368489832372,2.0352317066591805,73.06161783043132,2.0352317066591805,0.8473511037066087,37.44286375796644,76.20490350833323,167.81310004519585,26.708284387767684,2241,0,198.04435175822977,0.0,0.0,img01_20220429_ET358_56hpf_1.tif,9.468224999999999
2,2,7,895,1209,927,33.757212452126,8.3,3.069832402234637,0.0,115.39696961967,112.08470449159586,0.965480043149946,42.5440947723653,41.08505459210686,27.867092709184075,0.7348052946010116,1.7772068584498106,1.474321523987559,0.6750958172250101,0.8445864137535779,8.3,3.0698324022346397,2.8986328840255737,0.0,1.7782005442184965,2747.5000000000023,3.161997175458956,1.474321523987261,41.23105625617661,1.474321523987261,0.946172014516224,27.80164375032064,40.988561783323625,106.05141064526892,16.878606226063,895,0,112.08470449159586,0.0,0.0,img01_20220429_ET358_56hpf_1.tif,3.7813749999999997
3,3,9,122,156,132,12.463355264843006,4.2,1.3778688524590164,0.2,40.55634918610404,41.52404620458589,0.9242424242424242,14.317821063276352,13.506631762877245,11.701396736117715,0.4994468250106268,0.7285188539119908,1.1542751747906692,0.8514827026723281,0.932077420675863,4.2,1.3778688524590166,1.2849609851837158,0.2,0.7315230681168585,168.10000000000002,0.535125999187102,1.1542751747899644,13.038404810405298,1.1542751747899644,0.9429424374059728,11.600595855650456,13.390279808948668,39.15478533911046,6.231677632421503,122,0,41.52404620458589,0.0,0.0,img01_20220429_ET358_56hpf_1.tif,0.51545
4,4,4,438,598,458,23.615226456547084,9.0,2.9992389649923896,0.0,78.18376618407356,76.80437534809087,0.9563318777292577,27.85677655436824,26.376049071371344,21.301246942575705,0.5897332612873618,1.8164162638652568,1.2382396740658603,0.8016129875100114,0.9004317508264797,9.0,2.9992389649923905,2.895833373069763,0.0,1.8184933557547005,1313.666666666667,3.3069180849239914,1.2382396740654888,26.570660511172846,1.2382396740654888,0.965953067289568,21.22216843361485,26.27813092420216,74.18942194874765,11.807613228273542,438,0,76.80437534809087,0.0,0.0,img02_20220429_ET358_56hpf_2.tif,1.85055
5,5,10,457,648,495,24.121991458915023,4.777777777777778,1.7345003646973014,0.0,91.59797974644668,89.52184726638035,0.9232323232323232,36.87817782917155,36.93757414600136,15.931044195331408,0.9022102757593576,1.0135195142529518,2.318590902963279,0.426471072856367,0.6844697728619831,4.777777777777778,1.7345003646973016,1.5625000596046448,0.0,1.0146302209032374,792.6666666666669,1.0294744851701525,2.3185909029571627,35.6931365951495,2.3185909029571627,0.8465137111367748,15.84167486482831,36.73036322919607,75.78147115728316,12.060995729457511,457,0,89.52184726638035,0.0,0.0,img02_20220429_ET358_56hpf_2.tif,1.9308249999999998
6,6,4,1428,3072,1581,42.64019312669459,2.2222222222222223,1.074910519763461,0.3055555555555556,185.9238815542512,178.94840975774622,0.9032258064516128,75.71657678474378,75.64067559176026,24.692626526780867,0.9452157137161804,0.3271945040892926,3.0632899869814456,0.3177807076475325,0.5191199462945202,2.2222222222222223,1.0749105197634612,1.0375977158546448,0.3055555555555556,0.3273091281965342,1534.9722222222226,0.1071312654007752,3.063289986984119,74.63243262818116,3.063289986984119,0.7485851238120601,24.362682609350955,74.6299616932969,133.9581174744737,21.320096563347292,1428,0,178.94840975774622,0.0,0.0,img03_20220429_ET358_56hpf_3.tif,6.0333
7,7,5,2097,2650,2151,51.67188137962113,5.638888888888889,2.78862660944206,0.3611111111111111,173.53910524340094,167.20690555288317,0.9748953974895398,57.42821606144492,54.375630846971085,49.72786410020388,0.4045297895841532,1.028361195244499,1.0934640333114196,0.903025329042637,0.8750111489809784,5.638888888888889,2.7886266094420606,2.974446654319763,0.3611111111111111,1.0286064811621682,5847.750000000001,1.058031293088818,1.0934640333114871,56.4003546088143,1.0934640333114871,0.9708450880220352,49.414228965731006,54.03268210784554,162.33200293938097,25.835940689810563,2097,0,167.20690555288314,0.0,0.0,img03_20220429_ET358_56hpf_3.tif,8.859824999999999
8,8,6,1071,1725,1184,36.92749046999213,2.833333333333333,1.3456271397447868,0.2777777777777778,167.0538238691624,161.05847326681675,0.9045608108108107,69.58448102845921,73.53527809333717,19.04993764715533,0.965861637079518,0.4396464438373927,3.860132219609546,0.2521785313586708,0.4822658307904778,2.833333333333333,1.3456271397447876,1.3419596552848816,0.2777777777777778,0.4398518381227537,1441.1666666666677,0.1934696394999651,3.8601322196105374,68.59300255857006,3.8601322196105374,0.7203044361649019,18.79527586573804,72.55224994580377,116.01113277603436,18.463745234996065,1071,0,161.05847326681675,0.0,0.0,img03_20220429_ET358_56hpf_3.tif,4.5249749999999995
9,9,27,957,2337,1033,34.906879612929465,3.4722222222222223,1.6681179612214094,0.2777777777777778,152.75230867899737,147.49978665621398,0.9264278799612778,65.0,69.96686391535191,17.994887605167413,0.9663604379960378,0.6407176712454549,3.8881523158422073,0.2489070742520461,0.5154021621633171,3.4722222222222223,1.6681179612214103,1.6463216543197632,0.2777777777777778,0.641052687044159,1596.3888888888898,0.4109485475665363,3.888152315836829,63.81222453417527,3.888152315836829,0.7434803740246804,17.702695258953174,68.83077556765244,109.66319655172254,17.453439806464733,957,0,147.49978665621398,0.0,0.0,img03_20220429_ET358_56hpf_3.tif,4.043324999999999
10,10,2,1748,2304,1831,47.17650606177894,4.217391304347826,1.6897821112327132,0.1739130434782608,180.7106781186548,174.00598298123387,0.9546695794647734,72.69112738154499,74.94223294945259,30.206370317411803,0.9151726508756652,0.6060963101978946,2.4810075544314496,0.3962764729362081,0.6726415040676632,4.217391304347826,1.689782111232711,1.65922212600708,0.1739130434782608,0.6062697531289661,2953.739130434779,0.3675630135590575,2.4810075544313905,71.7007670809734,2.4810075544313905,0.8517486716632213,29.951027792978238,74.30872621736351,148.20936486571904,23.58825303088947,1748,0,174.00598298123387,0.0,0.0,img05_20220513_ET358_56hpf_1.tif,7.385299999999999
11,11,6,131,285,150,12.914889870235298,2.260869565217391,0.9697975439761036,0.4347826086956521,52.2842712474619,52.25011444992385,0.8733333333333333,23.021728866442675,22.25263627249819,7.830658812735164,0.9360383422625852,0.3242460762541824,2.8417323247832305,0.3368359801048363,0.602197629359505,2.260869565217391,0.969797543976103,0.9041270315647124,0.4347826086956521,0.3254907874576799,127.04347826086948,0.1059442527198206,2.841732324783404,22.20360331117452,2.841732324783404,0.7765212299608958,7.661240986950203,21.7711961605719,40.57332313825244,6.457444935117649,131,0,52.25011444992385,0.0,0.0,img05_20220513_ET358_56hpf_1.tif,0.5534749999999999
12,12,15,1071,2173,1177,36.92749046999213,3.130434782608696,1.1977428652620468,0.1304347826086956,149.6812408671319,144.58823179875185,0.9099405267629568,58.59180830116101,61.31266425825482,23.12622558808117,0.9261378803453778,0.4117327638007517,2.651217944092626,0.3627431441712814,0.6007096175325548,3.130434782608696,1.197742865262046,1.1823199391365051,0.1304347826086956,0.4119251173565877,1282.782608695651,0.1696823023092386,2.6512179440939128,56.93856338194704,2.6512179440939128,0.8023552908338134,22.67916598147529,60.12741180717151,116.01113277603436,18.463745234996065,1071,0,144.58823179875185,0.0,0.0,img05_20220513_ET358_56hpf_1.tif,4.5249749999999995
13,13,2,232,319,257,17.186959427966244,1.9672131147540983,0.9841011871113624,0.5409836065573771,69.21320343559643,68.29974857183211,0.9027237354085604,29.27456233660889,31.018290734091053,9.812314400536348,0.9486460050232612,0.2485554666981958,3.1611594846976745,0.3070169683563996,0.6085831840806867,1.9672131147540983,0.9841011871113629,0.9715996384620668,0.5409836065573771,0.2490928845509107,228.31147540983616,0.0620472651338933,3.1611594846976545,28.0713376952364,3.1611594846976545,0.7905508673967907,9.666646745933392,30.557812046129065,53.99442547644459,8.593479713983122,232,0,68.29974857183211,0.0,0.0,img06_20220513_ET358_56hpf_2.tif,0.9802
