,Unnamed: 0,label,aspect_ratio,perimeter_skimage,major_axis_length,minor_axis_length,circularity,solidity,eccentricity,roundness_skimage,perimeter_on_border,perimeter_on_border_ratio,max_intensity,mean_intensity,min_intensity,median,sum,variance,filename,annotated_class,predicted_class
166,166,24,2.431415218363758,133.01828996322962,51.90640977387652,21.34822936939885,0.6043892112850814,0.8827800829875518,0.9115076564289568,0.4021589115859641,0.0,0.0,17.333333333333332,4.730121425773599,0.0,3.8349609375,4025.3333333333367,13.471328233604334,img13_20220513_ET358_56hpf_9.tif,2.0,2
168,168,26,1.2390213568413142,56.49137802864845,17.024215941237717,13.74005044161484,0.6969775550621937,0.8719211822660099,0.5904303580662874,0.7775872773910039,0.0,0.0,3.5,1.184557438794727,0.0,1.1455078125,209.6666666666665,0.4742677481024941,img13_20220513_ET358_56hpf_9.tif,0.0,2
169,169,27,1.1373412209580749,87.59797974644667,25.32785810855002,22.26935737650862,0.712378724336499,0.9006211180124224,0.4763724128158079,0.8633809193206958,0.0,0.0,8.666666666666666,2.1019157088122604,0.0,1.8427734375,914.3333333333336,2.1890260195043245,img13_20220513_ET358_56hpf_9.tif,2.0,2
170,170,28,3.248836075152801,87.2842712474619,37.31366266100667,11.485240189981488,0.5228741188587872,0.9378698224852072,0.9514502591344424,0.2898902568217552,34.0,0.3961554546485732,4.5,1.3301787592008414,0.0,1.1455078125,421.6666666666667,0.6923247569735633,img13_20220513_ET358_56hpf_9.tif,0.0,2
176,176,6,2.891852240492476,90.66904755831214,38.63484768596907,13.359896866442128,0.6114370454617525,0.9280742459396752,0.9383085628005736,0.341202104445121,0.0,0.0,2.76,1.1809,0.24,1.121484398841858,472.3599999999995,0.1933064561403554,img14_20220520_hsp-mKate-DN-dynactin_56hpf_1.tif,0.0,2
186,186,16,2.042399772045528,166.68124086713186,57.44106640376266,28.124301221515324,0.5653877924225045,0.9090909090909092,0.8719358625428879,0.4823642839199673,0.0,0.0,2.76,1.18048,0.16,1.121484398841858,1475.6000000000038,0.1903811945556398,img14_20220520_hsp-mKate-DN-dynactin_56hpf_1.tif,0.0,2
194,194,1,1.061747363207903,36.14213562373095,11.685113402358075,11.005549726116897,0.9620158811036372,0.9174311926605504,0.336051424845584,0.932490155586358,2.0,0.0541324579768516,3.875,1.41375,0.0,1.396484375,141.375,0.770737058080808,img15_20220520_hsp-mKate-DN-dynactin_56hpf_2.tif,0.0,2
195,195,2,1.2069223341943685,24.48528137423857,8.951624417544373,7.416901787238583,1.089941049746501,0.9454545454545454,0.5599095632313331,0.8262467377224537,0.0,0.0,2.75,1.1298076923076923,0.125,0.990234375,58.75,0.3467901583710407,img15_20220520_hsp-mKate-DN-dynactin_56hpf_2.tif,0.0,2
196,196,3,1.0366708798560786,26.72792206135785,9.028417278774912,8.70904879669074,1.0730236807041484,0.953125,0.2636211151038338,0.9528328184160112,0.0,0.0,2.875,1.1147540983606556,0.25,0.990234375,68.0,0.4433828551912569,img15_20220520_hsp-mKate-DN-dynactin_56hpf_2.tif,0.0,2
198,198,5,1.3770967701682353,42.62741699796952,15.27593240599973,11.092853267046385,0.8921164334111217,0.9280575539568344,0.6875200653529995,0.7038569008131003,0.0,0.0,4.5,1.180232558139535,0.0,1.142578125,152.25,0.522926507994186,img15_20220520_hsp-mKate-DN-dynactin_56hpf_2.tif,0.0,2
199,199,6,1.16049302925194,40.38477631085024,13.594071084062096,11.714048030796796,0.95542408658357,0.9393939393939394,0.5074134626889937,0.8543439153319097,0.0,0.0,4.125,1.4868951612903225,0.0,1.396484375,184.375,0.7624030864804615,img15_20220520_hsp-mKate-DN-dynactin_56hpf_2.tif,0.0,2
212,212,4,2.3418269319868315,99.59797974644664,39.75730636053177,16.977047200837013,0.6511363257094458,0.9097345132743364,0.9042435785007074,0.4140371713498648,0.0,0.0,2.823529411764706,1.2325474937056533,0.2352941176470588,1.1865234375,633.5294117647054,0.2043402967646172,img17_20220520_hsp-mKate-DN-dynactin_56hpf_4.tif,0.0,2
214,214,6,2.140936092352677,231.51576464628795,90.017454117068,42.0458389386802,0.6813093299484254,0.9534120734908136,0.8842122059838217,0.4566172104752151,0.0,0.0,7.205882352941177,3.688433666653173,0.2058823529411764,4.1455078125,10718.588235294112,2.7560176130536163,img17_20220520_hsp-mKate-DN-dynactin_56hpf_4.tif,2.0,2
223,223,15,3.195730163936737,149.53910524340094,62.88017375090208,19.67630886377517,0.5198069013965532,0.8751182592242195,0.949780299517618,0.2978683674948721,0.0,0.0,3.323529411764706,1.4554848966613674,0.3823529411764705,1.4208984375,1346.3235294117642,0.301318062996267,img17_20220520_hsp-mKate-DN-dynactin_56hpf_4.tif,2.0,2
243,243,13,2.4640496760089894,93.84062043356592,34.21271975265768,13.884752440572491,0.5137249089202349,0.8716707021791767,0.9139459296309584,0.3915952538433312,0.0,0.0,5.777777777777778,1.705246913580247,0.0,1.4134114384651184,613.8888888888886,1.2481721249775508,img18_20220520_hsp-mKate-DN-dynactin_56hpf_5.tif,2.0,2
245,245,15,1.0277304861138543,25.556349186104047,8.26147361421544,8.0385604259483,0.9620158811036372,0.8620689655172413,0.2307302928541754,0.9327496241220906,0.0,0.0,2.2222222222222223,1.017777777777778,0.3333333333333333,0.9060329496860504,50.88888888888888,0.2208919123204838,img18_20220520_hsp-mKate-DN-dynactin_56hpf_5.tif,0.0,2
