,label,area,bbox_area,convex_area,equivalent_diameter,max_intensity,mean_intensity,min_intensity,perimeter_skimage,perimeter_crofton,solidity,extent,feret_diameter_max,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,orientation,eccentricity,standard_deviation_intensity,aspect_ratio,roundness_skimage,circularity,maximum,mean,median,minimum,sigma,sum,variance,elongation,feret_diameter,flatness,roundness_simpleitk,equivalent_ellipsoid_diameter_0,equivalent_ellipsoid_diameter_1,equivalent_spherical_perimeter,equivalent_spherical_radius,number_of_pixels,number_of_pixels_on_border,perimeter_simpleitk,perimeter_on_border,perimeter_on_border_ratio,filename
0,1,1031,1416,1124,36.23133961947795,6.7,2.4125121241513097,0.0,148.22539674441617,143.20800502198594,0.9172597864768683,0.7281073446327684,59.53990258641679,11.63627546071775,27.595538312318137,60.62421847807529,21.98882192124615,-1.5482494007929584,0.931903272776764,1.3091073189209594,2.75704713491261,0.3571712369439772,0.5896893527734451,6.7,2.412512124151305,2.3009766340255737,0.0,1.3097426537406673,2487.299999999995,1.715425819027646,2.757047134915704,58.42088667591412,2.757047134915704,0.7948166749532887,21.82037934542641,60.159814357081686,113.82411037826873,18.115669809738975,1031,0,143.20800502198594,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
1,2,716,1134,855,30.19336870954244,3.0,1.067877094972067,0.0,173.57463914933368,170.1184604103453,0.8374269005847953,0.6313932980599647,63.071388124885914,28.156424581005588,8.05586592178771,61.27064580404692,16.007419469219194,-0.030244515003707426,0.9652691266913512,0.5151898998806623,3.8276404214848485,0.24283888220796107,0.2986416278599896,3.0,1.0678770949720662,0.9861328303813934,0.0,0.515550046656479,764.5999999999993,0.2657918506074976,3.827640421485786,62.07253821135398,3.827640421485786,0.5575836102456174,15.43284535436927,59.071382696922946,94.85526532502647,15.09668435477122,716,0,170.11846041034528,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
2,3,2629,5313,3558,57.85625949807629,11.0,2.7582731076454925,0.0,304.4629867976521,291.9532654338527,0.7388982574480045,0.494824016563147,78.08969202141856,32.30277672118676,27.761125903385317,70.56761387523207,61.31221548158983,1.4945581418243776,0.4950867622857787,1.93143920977025,1.150955210490173,0.6721865824487684,0.35639486916807356,11.0,2.7582731076454934,2.181445360183716,0.0,1.9318066480328182,7251.500000000002,3.7318769253837925,1.1509552104901795,76.94153624668537,1.1509552104901795,0.6225681344349353,53.92884768680469,62.069688240859115,181.76079980334114,28.928129749038145,2629,0,291.95326543385266,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
3,4,51,60,52,8.058239062071396,2.6,1.23921568627451,0.2,25.65685424949238,27.00574016337386,0.9807692307692307,0.85,10.770329614269007,2.1372549019607843,4.098039215686274,10.909530433916643,6.114710236363733,-1.4077047731815824,0.8281594845157472,0.5509629471803938,1.7841451208985288,0.5455922321037713,0.973583547037986,2.6,1.2392156862745096,1.2251953482627869,0.2,0.5564453005902911,63.199999999999996,0.3096313725490194,1.7841451208954222,9.848857801796104,1.7841451208954222,0.9374193962144335,6.03288517028222,10.76354264148137,25.3157046382738,4.029119531035698,51,10,27.00574016337386,10.0,0.3702916468685555,img01_20220429_ET358_56hpf_1.tif
4,5,61,112,84,8.812923024107548,2.6,0.9295081967213116,0.1,33.520815280171306,39.07256693937906,0.7261904761904762,0.5446428571428571,14.560219778561036,8.049180327868852,3.5737704918032787,14.39488455845624,6.594027452028287,-0.04285955393296445,0.8889102999225812,0.4698602032398057,2.1830185972350558,0.3748207116883975,0.6821981751872706,2.6,0.9295081967213119,0.806835949420929,0.1,0.473759524898121,56.700000000000024,0.22444808743169334,2.1830185972207317,13.341664064126334,2.1830185972207317,0.7085947097395544,5.964736447370322,13.021130592129733,27.686614229188613,4.406461512053774,61,0,39.07256693937906,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
5,6,2241,3657,2435,53.41656877553537,11.8,4.143418116912093,0.0,205.44469683442247,198.0443517582298,0.9203285420944558,0.6127973748974569,74.32361670424818,35.04953145917001,27.767960731816153,76.99104320555824,37.82912921101714,-0.4608541466554094,0.8709652901185361,2.2643055480663863,2.035231706658894,0.48136173818323064,0.6672089295930895,11.8,4.1434181169120885,4.273242235183716,0.0,2.264810917015452,9285.39999999999,5.129368489832372,2.0352317066591805,73.06161783043132,2.0352317066591805,0.8473511037066087,37.44286375796644,76.20490350833323,167.81310004519585,26.708284387767684,2241,0,198.04435175822977,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
6,7,895,1209,927,33.757212452126,8.3,3.069832402234637,0.0,115.39696961966999,112.08470449159586,0.9654800431499461,0.7402812241521919,42.5440947723653,19.78882681564246,14.77094972067039,41.08505459210686,27.867092709184075,0.4776742178355971,0.7348052946010116,1.7772068584498106,1.474321523987559,0.6750958172250101,0.8445864137535779,8.3,3.0698324022346393,2.8986328840255737,0.0,1.7782005442184963,2747.5000000000023,3.161997175458956,1.4743215239872607,41.23105625617661,1.4743215239872607,0.946172014516224,27.801643750320636,40.988561783323625,106.05141064526892,16.878606226063,895,0,112.08470449159586,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
7,8,736,1260,884,30.612159429303247,6.9,2.0634510869565217,0.0,126.81118318204308,123.69145567534574,0.832579185520362,0.5841269841269842,37.0,15.47554347826087,16.11820652173913,34.19586531394079,30.742211599403568,-1.0572665137066481,0.4379409023456082,1.3325802622041982,1.1123423961665864,0.8013841290440699,0.5751386703617541,6.9,2.063451086956521,1.703320324420929,0.0,1.33348647125977,1518.6999999999994,1.7781861690328338,1.1123423961665921,35.77708763999664,1.1123423961665921,0.7775066971969306,29.025166606531407,32.285923372243694,96.1709351736186,15.306079714651624,736,0,123.69145567534575,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
8,9,122,156,132,12.463355264843006,4.2,1.3778688524590164,0.2,40.55634918610404,41.52404620458589,0.9242424242424242,0.782051282051282,14.317821063276353,5.278688524590164,5.680327868852459,13.506631762877245,11.701396736117717,1.3019052575919956,0.4994468250106268,0.7285188539119908,1.1542751747906692,0.8514827026723281,0.932077420675863,4.2,1.3778688524590166,1.2849609851837158,0.2,0.7315230681168585,168.10000000000002,0.535125999187102,1.1542751747899644,13.038404810405298,1.1542751747899644,0.9429424374059729,11.600595855650456,13.390279808948668,39.15478533911046,6.231677632421503,122,0,41.52404620458589,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
9,10,60,110,71,8.740387444736633,1.9,0.8516666666666667,0.1,33.798989873223334,34.72496877623519,0.8450704225352113,0.5454545454545454,13.601470508735444,4.333333333333333,4.05,13.130205831769166,6.525328883481449,-0.7561278050756479,0.8677672642613853,0.39811709611899637,2.0121906598466843,0.4431168864145947,0.6600147972889556,1.9,0.8516666666666667,0.806835949420929,0.1,0.401476793624749,51.1,0.16118361581920929,2.0121906598327275,12.806248474865697,2.0121906598327275,0.7907490763448887,6.161637155297514,12.398388733167957,27.458736985913074,4.370193722368317,60,0,34.72496877623519,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
10,11,2954,4900,3682,61.32821222853044,15.3,2.4597494922139473,0.0,382.88939366884495,360.71308959794004,0.8022813688212928,0.6028571428571429,103.73041983911952,24.617467840216655,44.89268788083954,108.5679005759665,43.16044416656603,-1.3391507235140112,0.9175834048575902,1.9870828820246242,2.515449103280266,0.319093332812009,0.25320581925601804,15.3,2.4597494922139487,1.8826172351837158,0.0,1.9874193051002587,7266.100000000005,3.9498354942851948,2.5154491032801474,102.45974819410792,2.5154491032801474,0.5341316036235332,38.66807369459635,97.26757130064306,192.66826099494693,30.66410611426522,2954,0,360.7130895979401,0.0,0.0,img01_20220429_ET358_56hpf_1.tif
11,1,2145,3536,2690,52.25991602994521,7.444444444444445,1.9708365708365707,0.0,319.8061325481597,303.42526359648946,0.7973977695167286,0.6066176470588235,68.79680225126747,34.68951048951049,25.03123543123543,65.0305254618548,49.5699685177581,-0.36005203598238156,0.6472745760636063,1.270534471331302,1.3118936203995784,0.6458072091026714,0.263550342927292,7.444444444444445,1.9708365708365725,1.6458333730697632,0.0,1.2708307368060765,4227.444444444448,1.6150107616110754,1.311893620399574,67.67569726275453,1.311893620399574,0.5410866792398327,45.626735553378595,59.85742329213579,164.17936827689533,26.129958014972605,2145,0,303.4252635964894,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
12,2,1755,3600,2339,47.27087264912941,10.666666666666666,2.311047799936689,0.0,252.10764773832474,241.69455465688037,0.7503206498503634,0.4875,75.95393340703298,38.24957264957265,26.536182336182335,77.28507229864513,38.390363531897854,-0.08656490391795782,0.8679010557786345,1.64860616453592,2.013137287289045,0.374107146361731,0.34698839032978696,10.666666666666666,2.311047799936687,1.8958333730697632,0.0,1.6490760537187654,4055.888888888886,2.719451830948657,2.013137287289047,74.73285756613352,2.013137287289047,0.614435962175932,33.31631221152675,67.0703103879879,148.50582624328365,23.635436324564704,1755,0,241.69455465688034,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
13,3,164,247,184,14.450303987687134,3.4444444444444446,1.1368563685636857,0.1111111111111111,51.45584412271571,51.4647162865264,0.8913043478260869,0.6639676113360324,19.4164878389476,5.9939024390243905,9.152439024390244,18.155060686159334,11.810367849203843,-1.4711786981764101,0.7594826241985548,0.6253692147595585,1.5372138207687747,0.6335174134158759,0.7783667898545522,3.4444444444444446,1.1368563685636863,1.1041666865348816,0.1111111111111111,0.6272845920309779,186.44444444444457,0.39348595939947034,1.5372138207704258,18.24828759089466,1.5372138207704258,0.8820988849353131,11.654934659792907,17.916126639209917,45.39696884985719,7.225151993843567,164,0,51.464716286526404,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
14,4,438,598,458,23.615226456547084,9.0,2.9992389649923896,0.0,78.18376618407356,76.80437534809087,0.9563318777292577,0.7324414715719063,27.85677655436824,13.226027397260275,10.810502283105023,26.376049071371344,21.301246942575705,0.5938873218154677,0.5897332612873618,1.8164162638652568,1.2382396740658603,0.8016129875100114,0.9004317508264797,9.0,2.9992389649923905,2.895833373069763,0.0,1.8184933557547005,1313.666666666667,3.3069180849239914,1.2382396740654888,26.570660511172846,1.2382396740654888,0.9659530672895679,21.222168433614854,26.27813092420216,74.18942194874765,11.807613228273542,438,0,76.80437534809087,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
15,5,1994,3312,2378,50.38689960894512,8.777777777777779,1.9003120472528694,0.0,222.7228714274745,214.22873890125118,0.8385197645079899,0.6020531400966184,70.3420215802759,33.586760280842526,20.6283851554664,72.17808245734315,37.74329210352459,0.1985565856777288,0.852382366728556,1.2090050679324837,1.9123419933631844,0.487331621652313,0.5051325839329687,8.777777777777779,1.9003120472528685,1.5625000596046448,0.0,1.2093083427567466,3789.22222222222,1.4624266678610687,1.9123419933628207,69.26037828369117,1.9123419933628207,0.7389069947407692,36.436349178266184,69.67876061842932,158.29511364862842,25.19344980447256,1994,0,214.22873890125118,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
16,6,182,234,197,15.222667215103916,5.555555555555555,1.9328449328449324,0.0,53.21320343559643,53.130797388335786,0.9238578680203046,0.7777777777777778,20.248456731316587,8.626373626373626,6.032967032967033,19.560479866128997,11.978661856864525,0.27992146480674646,0.7905550336109066,1.2293475421650493,1.6329436542963782,0.6056510812005432,0.8076857924485777,5.555555555555555,1.9328449328449329,1.7708333730697632,0.0,1.2327388521727256,351.77777777777777,1.5196450776561292,1.6329436542967293,19.4164878389476,1.6329436542967293,0.9001073170701501,11.912561441287535,19.45254161197038,47.82341949101266,7.611333607551958,182,0,53.13079738833578,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
17,7,184,294,204,15.306079714651624,3.6666666666666665,1.3393719806763287,0.0,55.698484809834994,55.48699187852813,0.9019607843137255,0.6258503401360545,22.47220505424423,6.5271739130434785,10.467391304347826,22.25904597964192,10.777672198202849,1.1667987104516808,0.8749612722948952,0.6996402975889887,2.065292539084049,0.4728406966055826,0.7453168245460452,3.6666666666666665,1.339371980676329,1.2291666865348816,0.0,0.7015492787567568,246.4444444444445,0.49217139052412556,2.065292539085407,21.540659228538015,2.065292539085407,0.8666079374437488,10.650578133755202,21.996559556590793,48.0854675868093,7.653039857325812,184,0,55.48699187852813,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
18,8,625,1104,824,28.209479177387816,5.0,1.1726222222222222,0.0,143.5035713374682,142.00199951243187,0.758495145631068,0.5661231884057971,47.29693436154187,10.2352,23.4928,51.44982577316856,17.76713521732188,1.3599901376938066,0.9384815585080092,0.6535366939739271,2.8957862448757696,0.3006230793870537,0.3813857504006559,5.0,1.172622222222223,1.0208333730697632,0.0,0.6540601515620331,732.8888888888894,0.42779468186134967,2.895786244876919,45.89117562233506,2.895786244876919,0.6240946807056557,16.57722444409328,48.004098523442735,88.62269254527581,14.104739588693908,625,0,142.00199951243184,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
19,9,183,418,279,15.26443044094783,3.111111111111111,1.0461445051608986,0.0,79.11269837220809,81.15197351123476,0.6559139784946236,0.43779904306220097,23.40939982143925,10.519125683060109,7.377049180327869,25.1347215296481,13.947529158232939,-0.5062956488770621,0.8319098340370292,0.5476940527779046,1.8020913413765185,0.368818801615712,0.36742487781792577,3.111111111111111,1.046144505160898,1.0208333730697632,0.0,0.5491966455953338,191.44444444444434,0.3016169555331667,1.8020913413720476,22.135943621178654,1.8020913413720476,0.5909236764017235,11.370830982936843,20.491276058555496,47.954622534514115,7.632215220473915,183,0,81.15197351123474,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
20,10,457,648,495,24.121991458915023,4.777777777777778,1.7345003646973014,0.0,91.59797974644667,89.52184726638035,0.9232323232323232,0.7052469135802469,36.87817782917155,8.98468271334792,17.612691466083152,36.93757414600136,15.931044195331408,-1.404055588626074,0.9022102757593576,1.0135195142529518,2.318590902963279,0.42647107285636704,0.6844697728619831,4.777777777777778,1.7345003646973016,1.5625000596046448,0.0,1.0146302209032374,792.6666666666669,1.0294744851701525,2.3185909029571627,35.6931365951495,2.3185909029571627,0.8465137111367748,15.84167486482831,36.730363229196065,75.78147115728316,12.060995729457511,457,0,89.52184726638035,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
21,11,72,99,75,9.574614729634384,2.6666666666666665,1.1496913580246912,0.2222222222222222,29.556349186104043,30.70269318423345,0.96,0.7272727272727273,11.704699910719626,4.944444444444445,4.430555555555555,11.042301536772161,8.33646142656932,0.40666472053727154,0.6557744441494437,0.6170196193303923,1.324578975628556,0.751836507413295,1.035716232528903,2.6666666666666665,1.1496913580246908,1.0208333730697632,0.2222222222222222,0.6213496346944622,82.77777777777774,0.3860753685349417,1.324578975617884,10.44030650891055,1.324578975617884,0.9797036082495377,8.319215585477666,11.019458058156342,30.079539295572,4.787307364817192,72,0,30.70269318423345,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
22,12,1751,4582,2365,47.21697197863571,8.444444444444445,1.9359730947395137,0.0,293.770598642227,284.13875204597684,0.7403805496828753,0.3821475338280227,85.47514258543241,32.87664191890348,38.06053683609366,86.67035771427348,32.30037463585976,-1.1002835001857867,0.927959617863998,1.422781642848715,2.6832616863227448,0.2967939792779198,0.25496428745710914,8.444444444444445,1.9359730947395144,1.5625000596046448,0.0,1.4231880938333925,3389.8888888888896,2.025464350429125,2.683261686322789,84.11896337925236,2.683261686322789,0.5220565347905609,28.824820904914713,77.34453754927385,148.33649229283708,23.608485989317856,1751,0,284.13875204597684,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
23,13,223,368,294,16.85029431422316,3.0,1.0079720976581963,0.0,87.70458146424488,85.63432469549178,0.7585034013605442,0.6059782608695652,24.351591323771842,10.130044843049328,7.246636771300448,24.082203993472614,14.14232593345823,-0.24351362631318343,0.8094040518014055,0.5304675130719056,1.7028460598902193,0.48957870583690904,0.3643092230995699,3.0,1.007972097658196,1.0208333730697632,0.0,0.5316609173093069,224.77777777777771,0.2826633309941737,1.702846059894805,23.40939982143925,1.702846059894805,0.6181722226061555,12.912781325955178,21.98847880318599,52.936760828389346,8.42514715711158,223,0,85.63432469549178,0.0,0.0,img02_20220429_ET358_56hpf_2.tif
