,Unnamed: 0,label,area,max_intensity,mean_intensity,min_intensity,solidity,minor_axis_length,eccentricity,aspect_ratio,roundness_skimage,circularity,median,sum,variance,number_of_pixels_on_border,perimeter_on_border_ratio,filename
41,41,16,63,1.6944444444444444,0.8567019400352732,0.3888888888888889,0.9130434782608696,6.628975101670474,0.8517963327898094,1.9088592863535725,0.5009680884480401,0.7565230850841328,0.7885742485523224,53.97222222222221,0.0725360003287129,2,0.0579795333161662,img03_20220429_ET358_56hpf_3.tif
42,42,17,65,1.4444444444444444,0.9247863247863248,0.3611111111111111,0.9027777777777778,7.266977840377833,0.8008063392906951,1.6696626726651191,0.5621579118519802,0.8650811231956068,0.9269205927848816,60.11111111111112,0.0586594106125356,0,0.0,img03_20220429_ET358_56hpf_3.tif
43,43,18,192,1.7222222222222223,0.907986111111111,0.3611111111111111,0.732824427480916,15.554066791796815,0.6304047564619105,1.2882172087989132,0.6088989643177843,0.4898213982429932,0.8715820610523224,174.33333333333331,0.07324692165988,0,0.0,img03_20220429_ET358_56hpf_3.tif
44,44,19,180,1.8888888888888888,0.860185185185185,0.2777777777777778,0.6474820143884892,5.9652262151909685,0.991194043163088,7.551877413318139,0.112932495499219,0.2425860673720873,0.8715820610523224,154.83333333333337,0.0635897303262289,0,0.0,img03_20220429_ET358_56hpf_3.tif
45,45,20,367,1.7222222222222223,0.8635331516802905,0.3888888888888889,0.7399193548387096,11.179466367771065,0.9723935124308618,4.285461919488094,0.2035817084920833,0.2422076860969351,0.8439127802848816,316.9166666666667,0.0583662420926608,0,0.0,img03_20220429_ET358_56hpf_3.tif
46,46,21,129,2.0,1.0215331610680447,0.3888888888888889,0.8716216216216216,11.637504566481772,0.6360836393050009,1.2959745073186515,0.722083103236719,0.8015727226936928,0.9545898735523224,131.77777777777777,0.1077261804359275,0,0.0,img03_20220429_ET358_56hpf_3.tif
47,47,22,86,1.3888888888888888,0.7994186046511628,0.1666666666666666,0.8514851485148515,8.719076571432074,0.7679437780852709,1.561238190699281,0.5909207682664782,0.6882033546932769,0.8162434995174408,68.74999999999999,0.0602469346911892,0,0.0,img03_20220429_ET358_56hpf_3.tif
48,48,23,534,2.2222222222222223,1.0630461922596752,0.3611111111111111,0.7934621099554234,12.477400418114552,0.9794635924763634,4.959798168491047,0.1775313857198515,0.37111882826263,1.0375977158546448,567.6666666666664,0.123898571646814,0,0.0,img03_20220429_ET358_56hpf_3.tif
49,49,24,96,1.7777777777777777,0.8816550925925926,0.3611111111111111,0.9056603773584906,7.901158635500839,0.8674642367963703,2.0100520871424266,0.4846019592339236,0.7308742709481018,0.8992513120174408,84.63888888888889,0.0652411434643707,0,0.0,img03_20220429_ET358_56hpf_3.tif
50,50,25,106,2.4444444444444446,1.0859538784067084,0.4444444444444444,0.9217391304347826,9.916454373264433,0.6992895902719328,1.398917394465517,0.701324494373125,0.8770863958467844,1.0652669668197632,115.11111111111116,0.1560630261888112,0,0.0,img03_20220429_ET358_56hpf_3.tif
51,51,26,1504,3.361111111111111,1.1481419917257685,0.3333333333333333,0.6356720202874049,28.75836261031373,0.9529278117321912,3.2981827114124505,0.2128532190061124,0.1700023757910805,1.0652669668197632,1726.8055555555566,0.2157742698949993,0,0.0,img03_20220429_ET358_56hpf_3.tif
52,52,27,957,3.4722222222222223,1.6681179612214094,0.2777777777777778,0.9264278799612778,17.994887605167417,0.9663604379960378,3.8881523158422073,0.248907074252046,0.5154021621633171,1.6463216543197632,1596.3888888888898,0.4109485475665363,0,0.0,img03_20220429_ET358_56hpf_3.tif
53,53,28,132,1.4166666666666667,0.8413299663299663,0.3611111111111111,0.8407643312101911,11.450643277841284,0.7055519634322804,1.4111175422138829,0.6437213266555311,0.6067945578278982,0.8439127802848816,111.05555555555556,0.0492593806313059,0,0.0,img03_20220429_ET358_56hpf_3.tif
54,54,1,362,2.0869565217391304,0.8868604371847225,0.0434782608695652,0.8497652582159625,13.941434322105364,0.9188199320508362,2.5337174600487566,0.3693919327423067,0.4819412745461471,0.864385187625885,321.0434782608695,0.090070735208563,0,0.0,img05_20220513_ET358_56hpf_1.tif
55,55,2,1748,4.217391304347826,1.6897821112327132,0.1739130434782608,0.9546695794647734,30.206370317411803,0.9151726508756652,2.48100755443145,0.396276472936208,0.6726415040676632,1.65922212600708,2953.739130434779,0.3675630135590575,0,0.0,img05_20220513_ET358_56hpf_1.tif
56,56,3,162,1.9565217391304348,0.9192163177670424,0.2608695652173913,0.7980295566502463,10.329634413468796,0.8895631781184051,2.1890835693635946,0.4033950345510059,0.4827088444949021,0.9041270315647124,148.91304347826085,0.0901235727541857,0,0.0,img05_20220513_ET358_56hpf_1.tif
57,57,4,3980,5.086956521739131,1.670308062049377,0.1304347826086956,0.8754949406071272,49.170443002083694,0.9018030394510752,2.31402586358265,0.3914249737521497,0.4368461703598338,1.55986750125885,6647.826086956518,0.5598292919637974,0,0.0,img05_20220513_ET358_56hpf_1.tif
58,58,5,91,1.565217391304348,0.8686096512183469,0.3043478260869565,0.8504672897196262,9.339712486148164,0.7655855636194986,1.554402329196691,0.5497403568474474,0.673253330757936,0.8246433436870575,79.04347826086958,0.0744372199948754,0,0.0,img05_20220513_ET358_56hpf_1.tif
59,59,6,131,2.260869565217391,0.9697975439761036,0.4347826086956521,0.8733333333333333,7.830658812735164,0.9360383422625852,2.8417323247832305,0.3368359801048363,0.602197629359505,0.9041270315647124,127.04347826086948,0.1059442527198206,0,0.0,img05_20220513_ET358_56hpf_1.tif
60,60,7,3527,3.565217391304348,1.3016235006964905,0.1739130434782608,0.8121114437025098,44.35401277782407,0.9274392294755318,2.6739834198292645,0.3192510421658759,0.3103744181840679,1.261803686618805,4590.826086956523,0.2441175047763252,0,0.0,img05_20220513_ET358_56hpf_1.tif
61,61,8,1666,3.130434782608696,1.0587974320162847,0.0869565217391304,0.7929557353641123,32.84619829156086,0.8891288375840602,2.185042611573856,0.4118082789647582,0.2505267738960844,1.0034816563129425,1763.9565217391312,0.1785636402417712,0,0.0,img05_20220513_ET358_56hpf_1.tif
62,62,9,222,1.434782608695652,0.8127692910301605,0.217391304347826,0.6626865671641791,18.12019269009876,0.6146941119053687,1.267803791706534,0.5355911314417499,0.1862179355464127,0.7849014699459076,180.4347826086956,0.0692775677764001,0,0.0,img05_20220513_ET358_56hpf_1.tif
63,63,10,64,1.608695652173913,0.859375,0.391304347826087,0.7191011235955056,9.385549858686876,0.4959911058171978,1.1516390802904868,0.6974898022219512,0.5639574954708216,0.7849014699459076,55.00000000000002,0.0684575381822541,0,0.0,img05_20220513_ET358_56hpf_1.tif
64,64,11,89,1.9130434782608696,0.8578407425500733,0.3043478260869565,0.7807017543859649,8.151473235096251,0.8776431552537187,2.08631238516253,0.3918043370284981,0.5555032638054471,0.8246433436870575,76.34782608695654,0.1068810811541418,0,0.0,img05_20220513_ET358_56hpf_1.tif
65,65,12,932,4.782608695652174,1.425499160291099,0.1739130434782608,0.7786131996658312,23.419125921648853,0.9227805349787648,2.5952054662189767,0.3212485476646601,0.3513305134999984,1.1823199391365051,1328.5652173913054,0.708262371409184,0,0.0,img05_20220513_ET358_56hpf_1.tif
66,66,13,565,2.3043478260869565,1.0013081954597922,0.2608695652173913,0.7133838383838383,16.01133242166855,0.963131356809985,3.7170357859739385,0.2031000981392239,0.298226589334579,0.963739812374115,565.7391304347825,0.1308788443858173,0,0.0,img05_20220513_ET358_56hpf_1.tif
67,67,14,97,2.0869565217391304,1.0049305244285074,0.3043478260869565,0.9326923076923076,8.202047519479255,0.8415346167990724,1.8511552961348667,0.5357369278857294,0.8918041228682748,0.963739812374115,97.4782608695652,0.1188120781608299,0,0.0,img05_20220513_ET358_56hpf_1.tif
68,68,15,1071,3.130434782608696,1.1977428652620468,0.1304347826086956,0.9099405267629568,23.126225588081205,0.9261378803453776,2.6512179440926213,0.3627431441712814,0.6007096175325546,1.1823199391365051,1282.782608695651,0.1696823023092386,0,0.0,img05_20220513_ET358_56hpf_1.tif
69,69,16,117,2.1739130434782608,1.041620215533259,0.0869565217391304,0.8297872340425532,10.325318178247224,0.7452113063263824,1.4996361985861677,0.6213227610053863,0.6884360074265609,0.963739812374115,121.86956521739133,0.1914605684894449,0,0.0,img05_20220513_ET358_56hpf_1.tif
70,70,17,96,1.608695652173913,0.8179347826086957,0.1739130434782608,0.732824427480916,6.626266020059806,0.9563515498936368,3.422095593603021,0.2377165086503021,0.4062800668973662,0.8246433436870575,78.5217391304348,0.0622152024674158,0,0.0,img05_20220513_ET358_56hpf_1.tif
71,71,18,675,1.8695652173913044,0.8208695652173913,0.1304347826086956,0.6490384615384616,25.950873469846623,0.8513036140192894,1.9059476546031244,0.351307962504374,0.0903809807655631,0.7849014699459076,554.0869565217398,0.0751243317832742,0,0.0,img05_20220513_ET358_56hpf_1.tif
72,72,19,78,1.826086956521739,0.9152731326644372,0.3478260869565217,0.9069767441860463,7.141641311872191,0.8625340646673225,1.9762884934386744,0.4985491374240231,0.8290334614869912,0.9041270315647124,71.3913043478261,0.1029581634496562,0,0.0,img05_20220513_ET358_56hpf_1.tif
73,73,1,252,1.4918032786885247,0.8455633619568046,0.3934426229508196,0.8571428571428571,9.297081516926736,0.9666719092059106,3.90596929380822,0.2433098729869701,0.448668684967667,0.8409643769264221,213.08196721311472,0.0364351919903428,0,0.0,img06_20220513_ET358_56hpf_2.tif
74,74,2,232,1.9672131147540983,0.9841011871113624,0.5409836065573771,0.9027237354085604,9.812314400536348,0.9486460050232612,3.1611594846976745,0.3070169683563996,0.6085831840806869,0.9715996384620668,228.31147540983616,0.0620472651338933,0,0.0,img06_20220513_ET358_56hpf_2.tif
75,75,3,147,1.540983606557377,0.8299319727891157,0.3934426229508196,0.8076923076923077,6.750252765363149,0.975882512887594,4.5809274488955465,0.1957404377645487,0.4484115645841018,0.8246349692344666,121.99999999999994,0.0373931403193053,0,0.0,img06_20220513_ET358_56hpf_2.tif
76,76,4,321,1.7540983606557377,0.9763035595730556,0.3934426229508196,0.9067796610169492,16.708593793252934,0.7646795513012992,1.5518053309908608,0.6079402115099767,0.732988465517899,0.9715996384620668,313.39344262295066,0.0638145793722767,0,0.0,img06_20220513_ET358_56hpf_2.tif
77,77,5,4245,4.180327868852459,2.186912278669216,0.2950819672131147,0.7676311030741411,48.17155539523481,0.9350115066613712,2.8199407909960867,0.2929048042580935,0.3515357576840819,1.9187051653862,9283.442622950848,1.1613927592646245,0,0.0,img06_20220513_ET358_56hpf_2.tif
78,78,6,514,1.721311475409836,0.917394909740384,0.3442622950819672,0.927797833935018,20.45993389600962,0.7866476486365033,1.6196897250566569,0.5959380711105747,0.7443323589177354,0.9226114153862,471.5409836065576,0.0423973841056363,0,0.0,img06_20220513_ET358_56hpf_2.tif
79,79,7,270,2.9672131147540983,1.266909532483303,0.3934426229508196,0.9246575342465754,16.68406690007767,0.600243831069535,1.250285895648442,0.7900441717978832,0.8574229942655996,1.1348937153816223,342.0655737704916,0.2810778645139846,0,0.0,img06_20220513_ET358_56hpf_2.tif
80,80,8,484,3.6885245901639343,1.3642460371223413,0.4098360655737705,0.7670364500792393,16.496417054211587,0.92241991706561,2.589409586961731,0.337733951814958,0.436192856051226,1.2328701615333555,660.2950819672133,0.3647379820780851,0,0.0,img06_20220513_ET358_56hpf_2.tif
81,81,9,144,1.540983606557377,0.9015255009107468,0.4426229508196721,0.9230769230769232,10.342260090723034,0.8187310939438994,1.7416227826582196,0.565110667669567,0.8117932187106066,0.8899526000022888,129.81967213114748,0.0382350654958833,0,0.0,img06_20220513_ET358_56hpf_2.tif
82,82,10,223,2.622950819672131,1.109681687862971,0.4590163934426229,0.7964285714285714,15.122417909602516,0.7790519445319802,1.5949996560911834,0.4880353975704203,0.5557108468393288,1.036917269229889,247.45901639344265,0.1391755706281296,0,0.0,img06_20220513_ET358_56hpf_2.tif
83,83,11,1077,2.3114754098360657,1.0114008249996196,0.4098360655737705,0.6777847702957835,29.49145254321936,0.9083114323322232,2.3906598056540083,0.2758658461764925,0.3006400903654818,0.9552702307701112,1089.2786885245891,0.1054114914212925,0,0.0,img06_20220513_ET358_56hpf_2.tif
84,84,12,154,1.7377049180327868,0.9932935916542474,0.4098360655737705,0.9506172839506172,12.538352744190467,0.6050731290947662,1.2560133219821137,0.7906083199616889,0.9823415503634044,0.9552702307701112,152.96721311475406,0.0670584147432565,0,0.0,img06_20220513_ET358_56hpf_2.tif
85,85,13,208,2.622950819672131,1.2813682219419924,0.4262295081967213,0.9369369369369368,12.53071914719755,0.8115299799127744,1.7114180129058072,0.5758498576914372,0.8521035741452083,1.2818583846092224,266.5245901639344,0.1720986155190379,0,0.0,img06_20220513_ET358_56hpf_2.tif
86,86,14,253,2.0163934426229506,1.0757467763882589,0.3442622950819672,0.834983498349835,16.615018025956395,0.6418191266867465,1.3040256954097462,0.6862094712340209,0.6537941002662643,1.0205878615379331,272.16393442622973,0.1136552014121127,0,0.0,img06_20220513_ET358_56hpf_2.tif
87,87,15,1884,2.377049180327869,1.1816939890710385,0.3770491803278688,0.9524772497472194,31.79801200818573,0.9092468261757796,2.40235979060009,0.4110692385453418,0.6570393408940199,1.183881938457489,2226.311475409834,0.0918208501084962,0,0.0,img06_20220513_ET358_56hpf_2.tif
88,88,16,82,1.4426229508196722,0.9626149540183928,0.4262295081967213,0.9647058823529412,8.749181198456679,0.6805919028948636,1.364884512745163,0.7321453985630281,1.0347852038717007,0.9552702307701112,78.93442622950818,0.0604263050901881,0,0.0,img06_20220513_ET358_56hpf_2.tif
89,89,17,66,1.639344262295082,0.8802781917536016,0.5245901639344263,0.9166666666666666,6.449422630279441,0.8727420574259674,2.0484179333023533,0.481476662310173,0.8646803826429232,0.8572937846183777,58.09836065573771,0.051086099245196,0,0.0,img06_20220513_ET358_56hpf_2.tif
90,90,18,198,1.5901639344262295,0.9577744659711872,0.4426229508196721,0.908256880733945,10.488988532235998,0.9042137233634616,2.341480302669368,0.4179526376068584,0.7179366621072196,0.9389408230781556,189.639344262295,0.0565869985230826,0,0.0,img06_20220513_ET358_56hpf_2.tif
91,91,19,101,1.3278688524590163,0.8136666125628956,0.3934426229508196,0.7829457364341085,7.628177054456564,0.9205020221387262,2.559260976634996,0.3374122249554381,0.5367460231422188,0.8246349692344666,82.18032786885246,0.0338764997166208,0,0.0,img06_20220513_ET358_56hpf_2.tif
92,92,20,145,1.8688524590163933,0.991294516676088,0.4098360655737705,0.9006211180124224,9.405727097723627,0.8833359849705883,2.1333771459551043,0.4585198024658435,0.7783239439747797,0.9715996384620668,143.73770491803276,0.0811462538908822,0,0.0,img06_20220513_ET358_56hpf_2.tif
93,93,21,177,1.836065573770492,1.0378808928406038,0.4590163934426229,0.921875,10.628937267124911,0.8760949156997017,2.0740920793817352,0.4637112489471249,0.7387751807634411,1.0042584538459778,183.7049180327868,0.0825503738067128,0,0.0,img06_20220513_ET358_56hpf_2.tif
94,94,22,128,1.7540983606557377,0.9258452868852458,0.5409836065573771,0.9078014184397164,11.19622443125739,0.6699997070261247,1.3470528646387838,0.7164858499408543,0.8613643818276148,0.9226114153862,118.50819672131142,0.0410395344734187,0,0.0,img06_20220513_ET358_56hpf_2.tif
95,95,23,758,2.344262295081968,1.014144210389723,0.3934426229508196,0.6954128440366972,21.62429394050348,0.9364488612483044,2.850593662897748,0.253994797596706,0.2272068679527932,0.9552702307701112,768.721311475409,0.1107462592692058,0,0.0,img06_20220513_ET358_56hpf_2.tif
96,96,24,964,1.6065573770491803,0.8801952248146385,0.2622950819672131,0.8827838827838828,29.04350146192082,0.7598468643946517,1.5382199155237093,0.6149677566832114,0.4790263899504431,0.8736231923103333,848.5081967213115,0.044746593284491,0,0.0,img06_20220513_ET358_56hpf_2.tif
97,97,25,70,1.5737704918032789,0.8046838407494145,0.4918032786885246,0.8045977011494253,6.51106865281518,0.898882154299122,2.282112707480407,0.403672747854238,0.6569591784257478,0.7756467759609222,56.32786885245904,0.0320448598214035,0,0.0,img06_20220513_ET358_56hpf_2.tif
98,98,26,169,1.9344262295081969,1.0582985740614996,0.5081967213114754,0.8802083333333334,13.289077082879608,0.6499840508696759,1.3158797685345232,0.7036792789197559,0.7697201042578087,1.036917269229889,178.8524590163934,0.0980658616736606,0,0.0,img06_20220513_ET358_56hpf_2.tif
